IoU_Threshold,Recall,Precision,F1_Score,True_Positive_Count,False_Positive_Count,False_Negative_Count
0.1,0.9748553816940028,0.9263832514188415,0.9499420735746037,332.4,26.6,8.7
0.12,0.9743448125883118,0.9259053909563775,0.9494484153941128,332.2,26.8,8.9
0.14,0.9743448125883118,0.9259053909563775,0.9494484153941128,332.2,26.8,8.9
0.16,0.9743448125883118,0.9259053909563775,0.9494484153941128,332.2,26.8,8.9
0.18,0.9737685483984253,0.9253643597290717,0.948890346012514,332.0,27.0,9.1
0.2,0.9734636703496449,0.9250770034072326,0.9485944880243483,331.9,27.1,9.2
0.22,0.9734636703496449,0.9250770034072326,0.9485944880243483,331.9,27.1,9.2
0.24,0.9731501907258204,0.924784605746414,0.9482919161635314,331.8,27.2,9.3
0.26,0.9727770563974621,0.9244324930703576,0.9479295973229517,331.7,27.3,9.4
0.28,0.9727770563974621,0.9244324930703576,0.9479295973229517,331.7,27.3,9.4
0.3,0.9724703079312045,0.9241383754232988,0.9476292970226513,331.6,27.4,9.5
0.32,0.9718940437413179,0.9235898048500314,0.9470672212307962,331.4,27.6,9.7
0.34,0.97127475371994,0.9229997881415934,0.9464629902447907,331.2,27.8,9.9
0.36,0.9704820707931108,0.9222505380553203,0.9456926364084637,330.9,28.1,10.2
0.38,0.9683689378090437,0.9202419218072848,0.9436332521111165,330.2,28.8,10.9
0.4,0.9665732191546095,0.9185069129889426,0.9418685462287636,329.6,29.4,11.5
0.42,0.9654129265736271,0.9174132118148878,0.9407425691737963,329.2,29.8,11.9
0.44,0.9642549851966674,0.9163070602304961,0.939611209894289,328.8,30.2,12.3
0.46,0.9624955554962267,0.9146289816599046,0.9378935476074807,328.2,30.8,12.9
0.48,0.9577432069236848,0.9101219673809615,0.9332672963641683,326.5,32.5,14.6
0.5,0.9529054505807922,0.9055430396840695,0.9285628023692638,324.9,34.1,16.2
0.52,0.9481981577774488,0.9010513479728173,0.9239661568571282,323.3,35.7,17.8
