IoU_Threshold,Recall,Precision,F1_Score,True_Positive_Count,False_Positive_Count,False_Negative_Count
0.1,0.9419858447179437,0.9681709739249206,0.9547382395583408,321.0,10.8,20.1
0.12,0.9419858447179437,0.9681709739249206,0.9547382395583408,321.0,10.8,20.1
0.14,0.9414525113846104,0.9676487807134322,0.9542105350728528,320.8,11.0,20.3
0.16,0.9414525113846104,0.9676487807134322,0.9542105350728528,320.8,11.0,20.3
0.18,0.9414525113846104,0.9676487807134322,0.9542105350728528,320.8,11.0,20.3
0.2,0.9414525113846104,0.9676487807134322,0.9542105350728528,320.8,11.0,20.3
0.22,0.9411390317607857,0.967325156117963,0.9538920637352731,320.7,11.1,20.4
0.24,0.9411390317607857,0.967325156117963,0.9538920637352731,320.7,11.1,20.4
0.26,0.9411390317607857,0.967325156117963,0.9538920637352731,320.7,11.1,20.4
0.28,0.9411390317607857,0.967325156117963,0.9538920637352731,320.7,11.1,20.4
0.3,0.9408255521369613,0.9670015315224937,0.9535735923976937,320.6,11.2,20.5
0.32,0.9405816496979369,0.9667431335896772,0.9533226513688353,320.5,11.3,20.6
0.34,0.9395959565057674,0.9657227889583829,0.9523201203321842,320.2,11.6,20.9
0.36,0.9381340808686625,0.9641721191779162,0.9508152904863219,319.7,12.1,21.4
0.38,0.9375843680320847,0.9635847738766786,0.950247392246687,319.5,12.3,21.6
0.4,0.9359907527564824,0.9619557408253921,0.9486369962499618,318.9,12.9,22.2
0.42,0.9348028677714888,0.9607054021482307,0.9474188398155953,318.5,13.3,22.6
0.44,0.9313252560382426,0.9571060377922557,0.9438823025928501,317.4,14.4,23.7
0.46,0.9283372209348528,0.9540137699532545,0.9408433753205246,316.4,15.4,24.7
0.48,0.9255202107689632,0.9511407052865362,0.9379991084188619,315.4,16.4,25.7
0.5,0.9220248565039697,0.9475100715669151,0.9344382224973768,314.2,17.6,26.9
0.52,0.9182054926933603,0.9436242272486499,0.9305865306452727,312.9,18.9,28.2
