IoU_Threshold,Recall,Precision,F1_Score,True_Positive_Count,False_Positive_Count,False_Negative_Count
0.1,0.9421550468326686,0.9643653779758452,0.9530384704184502,321.2,12.0,19.9
0.12,0.9421550468326686,0.9643653779758452,0.9530384704184502,321.2,12.0,19.9
0.14,0.941888380166002,0.96409065270112,0.9527678344238628,321.1,12.1,20.0
0.16,0.9416217134993353,0.9638196499910927,0.9524990172195619,321.0,12.2,20.1
0.18,0.9416217134993353,0.9638196499910927,0.9524990172195619,321.0,12.2,20.1
0.2,0.9416217134993353,0.9638196499910927,0.9524990172195619,321.0,12.2,20.1
0.22,0.9416217134993353,0.9638196499910927,0.9524990172195619,321.0,12.2,20.1
0.24,0.9413439357215575,0.9635395379462748,0.9522200771916678,320.9,12.3,20.2
0.26,0.9410371872552998,0.9632220776288145,0.9519080647111686,320.8,12.4,20.3
0.28,0.9407237076314754,0.9628963447297918,0.9515885758932772,320.7,12.5,20.4
0.3,0.9407237076314754,0.9628963447297918,0.9515885758932772,320.7,12.5,20.4
0.32,0.9401702076692311,0.9623262293454843,0.9510268916958443,320.5,12.7,20.6
0.34,0.93955764880542,0.9616840937033487,0.9503999185854237,320.3,12.9,20.8
0.36,0.9386944563450177,0.9607830589132345,0.9495182503489833,320.0,13.2,21.1
0.38,0.9381219792807973,0.9601873808785321,0.9489344725147608,319.8,13.4,21.3
0.4,0.9369997893799994,0.9590164009527383,0.9477885152619894,319.4,13.8,21.7
0.42,0.935296515120006,0.9572559004251098,0.9460572001364473,318.8,14.4,22.3
0.44,0.9338410253996416,0.9557485479803303,0.9445763084183335,318.3,14.9,22.8
0.46,0.9317075233021386,0.9535705789526137,0.9424210708591174,317.6,15.6,23.5
0.48,0.9287382655610422,0.9505570346784351,0.9394300102777224,316.6,16.6,24.5
0.5,0.9251543512893414,0.9468481737193178,0.9357849892888099,315.4,17.8,25.7
0.52,0.9202576516060658,0.9418752388471672,0.9308510645809616,313.7,19.5,27.4
