IoU_Threshold,Recall,Precision,F1_Score,True_Positive_Count,False_Positive_Count,False_Negative_Count
0.1,0.9390483818195626,0.9683956669650906,0.9533088734798989,320.1,10.7,21.0
0.12,0.9390483818195626,0.9683956669650906,0.9533088734798989,320.1,10.7,21.0
0.14,0.938560576941514,0.9678828464522701,0.952808873479899,319.9,10.9,21.2
0.16,0.938560576941514,0.9678828464522701,0.952808873479899,319.9,10.9,21.2
0.18,0.938560576941514,0.9678828464522701,0.952808873479899,319.9,10.9,21.2
0.2,0.938560576941514,0.9678828464522701,0.952808873479899,319.9,10.9,21.2
0.22,0.9382939102748471,0.967623779094757,0.9525460613905429,319.8,11.0,21.3
0.24,0.9376822894797401,0.9669928642682587,0.9519249433781205,319.6,11.2,21.5
0.26,0.9373688098559156,0.966651567339931,0.9515981459924996,319.5,11.3,21.6
0.28,0.9373688098559156,0.966651567339931,0.9515981459924996,319.5,11.3,21.6
0.3,0.9367852216805843,0.9660487536048427,0.9510051011105822,319.3,11.5,21.8
0.32,0.9367852216805843,0.9660487536048427,0.9510051011105822,319.3,11.5,21.8
0.34,0.9367852216805843,0.9660487536048427,0.9510051011105822,319.3,11.5,21.8
0.36,0.9350209775307661,0.9642429497217415,0.9492210025276154,318.7,12.1,22.4
0.38,0.9344055696099927,0.9636120348952432,0.9485979435214043,318.5,12.3,22.6
0.4,0.934138902943326,0.9633529675377301,0.9483351314320482,318.4,12.4,22.7
0.42,0.9323038872579318,0.9614821337749919,0.9464826210264355,317.8,13.0,23.3
0.44,0.9306474259550962,0.9598125512122809,0.9448201461283317,317.2,13.6,23.9
0.46,0.9282070926972745,0.9573150265618358,0.9423520832575214,316.3,14.5,24.8
0.48,0.9268289511776366,0.9558788794934141,0.9409455587517795,315.8,15.0,25.3
0.5,0.9239589273136829,0.9529228495841945,0.9380340077159935,314.8,16.0,26.3
0.52,0.9209445708390926,0.9498099219781609,0.9349713451243147,313.8,17.0,27.3
