IoU_Threshold,Recall,Precision,F1_Score,True_Positive_Count,False_Positive_Count,False_Negative_Count
0.1,0.946967772127319,0.9642753841372056,0.9554403907990429,322.7,12.1,18.4
0.12,0.946967772127319,0.9642753841372056,0.9554403907990429,322.7,12.1,18.4
0.14,0.9467238696882946,0.9640215770306068,0.9551916345801373,322.6,12.2,18.5
0.16,0.9464799672492703,0.9637677699240076,0.9549428783612319,322.5,12.3,18.6
0.18,0.9464799672492703,0.9637677699240076,0.9549428783612319,322.5,12.3,18.6
0.2,0.9464799672492703,0.9637677699240076,0.9549428783612319,322.5,12.3,18.6
0.22,0.9464799672492703,0.9637677699240076,0.9549428783612319,322.5,12.3,18.6
0.24,0.9461068329209119,0.9633875417871256,0.954566230526957,322.4,12.4,18.7
0.26,0.9458401662542453,0.9631112986932029,0.9542948601063328,322.3,12.5,18.8
0.28,0.9458401662542453,0.9631112986932029,0.9542948601063328,322.3,12.5,18.8
0.3,0.9458401662542453,0.9631112986932029,0.9542948601063328,322.3,12.5,18.8
0.32,0.9455343558566918,0.9627918098753115,0.9539823601063329,322.2,12.6,18.9
0.34,0.9455343558566918,0.9627918098753115,0.9539823601063329,322.2,12.6,18.9
0.36,0.9443894017282515,0.9616134312508693,0.952821089023457,321.8,13.0,19.3
0.38,0.9425828511292661,0.9597627140512788,0.9509928802548446,321.2,13.6,19.9
0.4,0.939904117938385,0.9570439507133749,0.9482945260440969,320.3,14.5,20.8
0.42,0.9387553766842783,0.9558783124405664,0.9471375885513599,319.9,14.9,21.2
0.44,0.9370694199962337,0.954165556236551,0.9454385746430651,319.3,15.5,21.8
0.46,0.9358360372393737,0.9529112929029878,0.9441949266606434,318.9,15.9,22.2
0.48,0.9331721574789962,0.9502061001465961,0.9415107833234186,318.0,16.8,23.1
0.5,0.9294222158160084,0.9463994038205404,0.9377329374212712,316.8,18.0,24.3
0.52,0.9231222353238433,0.9399720413152222,0.9313706247197517,314.7,20.1,26.4
